epoch,total_loss,reconstruction_loss,mean_energy,mean_order_parameter,mean_abs_order_parameter,mean_transverse_order_parameter,order_parameter_susceptibility
0,0.10127648711204529,0.10094815492630005,0.032832998782396317,0.0075717708095908165,0.02989240735769272,0.011703714728355408,0.0
1,0.09814190119504929,0.097901351749897,0.024054819718003273,0.008423754945397377,0.030768051743507385,0.008563829585909843,0.0008519841358065605
2,0.09465418010950089,0.09449712932109833,0.015705198049545288,0.00915092509239912,0.030809670686721802,0.0073410095646977425,0.0007271701470017433
3,0.09001000970602036,0.089930459856987,0.007955281995236874,0.011298236437141895,0.0303689893335104,0.0052441502921283245,0.002147311344742775
4,0.08399747312068939,0.0839904174208641,0.0007053213776089251,0.012087761424481869,0.029655689373612404,0.0034737142268568277,0.0007895249873399734
5,0.07664736360311508,0.07670851796865463,-0.006115366704761982,0.012524011544883251,0.030305327847599983,0.0015245565446093678,0.00043625012040138245
6,0.06831792742013931,0.0684434175491333,-0.012548781931400299,0.014647678472101688,0.029500264674425125,-0.0006891037337481976,0.002123666927218437
7,0.06004127860069275,0.06022793799638748,-0.018665781244635582,0.017155805602669716,0.030102785676717758,-0.0011461564572528005,0.0025081271305680275
8,0.052587348967790604,0.05283106118440628,-0.02437124028801918,0.018039153888821602,0.030914170667529106,-0.0037792036309838295,0.000883348286151886
9,0.04625694081187248,0.046555206179618835,-0.02982657216489315,0.018399422988295555,0.03098347783088684,-0.004644059110432863,0.00036026909947395325
10,0.040344249457120895,0.0406942293047905,-0.03499815613031387,0.020082391798496246,0.03210039064288139,-0.005067590158432722,0.0016829688102006912
11,0.034826572984457016,0.03522542119026184,-0.0398847758769989,0.018876368179917336,0.03167184814810753,-0.004705825354903936,0.0012060236185789108
12,0.030408313497900963,0.03085438162088394,-0.04460686445236206,0.01941634714603424,0.033214129507541656,-0.005651174578815699,0.0005399789661169052
13,0.0280052088201046,0.028498874977231026,-0.04936666786670685,0.018488282337784767,0.03257661685347557,-0.0048976195976138115,0.0009280648082494736
14,0.027586596086621284,0.02812938392162323,-0.05427875369787216,0.018673142418265343,0.03262222185730934,-0.005553027614951134,0.00018486008048057556
15,0.028047015890479088,0.028640618547797203,-0.05936034023761749,0.016639571636915207,0.03190366178750992,-0.005211538169533014,0.002033570781350136
16,0.02819010242819786,0.02883601188659668,-0.06459100544452667,0.01631602831184864,0.032380107790231705,-0.007133017294108868,0.00032354332506656647
17,0.027936402708292007,0.028635557740926743,-0.06991547346115112,0.016865016892552376,0.03207864239811897,-0.006436601746827364,0.0005489885807037354
18,0.02674616314470768,0.0274986419826746,-0.07524796575307846,0.015531976707279682,0.030850155279040337,-0.007052216213196516,0.0013330401852726936
19,0.02566816285252571,0.026473453268408775,-0.08052895218133926,0.014177854172885418,0.03148859739303589,-0.008025098592042923,0.0013541225343942642
20,0.024512076750397682,0.025368541479110718,-0.08564646542072296,0.015357191674411297,0.030053097754716873,-0.007241392508149147,0.001179337501525879
21,0.023161835968494415,0.02406650222837925,-0.09046655148267746,0.013661127537488937,0.030057882890105247,-0.007435526233166456,0.0016960641369223595
22,0.021770646795630455,0.022719670087099075,-0.09490231424570084,0.011955897323787212,0.03032228909432888,-0.0072092884220182896,0.001705230213701725
23,0.02053110860288143,0.021520715206861496,-0.09896072000265121,0.011942047625780106,0.03050381876528263,-0.006389457266777754,1.3849698007106781e-05
24,0.019765527918934822,0.020793002098798752,-0.10274741053581238,0.009774683974683285,0.02808651328086853,-0.007638607174158096,0.002167363651096821
25,0.019113777205348015,0.020178264006972313,-0.10644862800836563,0.008446594700217247,0.02754339948296547,-0.007261466700583696,0.0013280892744660378
26,0.018276825547218323,0.019379034638404846,-0.11022093147039413,0.008764046244323254,0.02832774445414543,-0.005404820200055838,0.0003174515441060066
27,0.01756959781050682,0.018711179494857788,-0.11415824294090271,0.006418613716959953,0.02722054533660412,-0.005213173571974039,0.0023454325273633003
28,0.017239952459931374,0.018422361463308334,-0.11824098229408264,0.005456332117319107,0.02850029431283474,-0.00470323022454977,0.0009622815996408463
29,0.01732831820845604,0.018551930785179138,-0.12236133962869644,0.004967923276126385,0.02646927908062935,-0.003207859117537737,0.0004884088411927223
30,0.017339155077934265,0.018603041768074036,-0.12638862431049347,0.0045155808329582214,0.027683075517416,-0.0038579218089580536,0.0004523424431681633
31,0.017094772309064865,0.01839793287217617,-0.13031595945358276,0.0027696338947862387,0.028505880385637283,-0.002652474446222186,0.0017459469381719828
32,0.01646890863776207,0.017811212688684464,-0.13423046469688416,0.003636037465184927,0.027592603117227554,-0.003477187594398856,0.0008664035703986883
33,0.015957118943333626,0.01733965240418911,-0.13825328648090363,0.002677291864529252,0.02796141803264618,-0.0017719186143949628,0.0009587456006556749
34,0.015383586287498474,0.016808055341243744,-0.14244689047336578,0.004030335694551468,0.027948837727308273,-0.0018976739374920726,0.0013530438300222158
35,0.014806129038333893,0.01627379097044468,-0.14676623046398163,0.0026096042711287737,0.02812698483467102,-0.000512797967530787,0.0014207314234226942
36,0.014297481626272202,0.01580892503261566,-0.1511443555355072,0.0014373514568433166,0.02887699007987976,-0.0009884063620120287,0.0011722528142854571
37,0.013810534030199051,0.01536496914923191,-0.15544351935386658,0.0013724005548283458,0.028602736070752144,8.31849902169779e-05,6.495090201497078e-05
38,0.013482015579938889,0.01507827453315258,-0.1596258580684662,0.0022529822308570147,0.029426882043480873,-0.0002679762546904385,0.0008805816760286689
39,0.013123872689902782,0.014760525897145271,-0.16366532444953918,0.001583120203576982,0.029791444540023804,0.0014794478192925453,0.0006698620272800326
40,0.012758123688399792,0.014434587210416794,-0.1676463484764099,0.000580974156036973,0.029823534190654755,0.001496537122875452,0.001002146047540009
41,0.012482191435992718,0.01419924944639206,-0.17170579731464386,0.0005946280434727669,0.030029943212866783,0.001954775070771575,1.3653887435793877e-05
42,0.012202616780996323,0.0139622762799263,-0.17596589028835297,-0.0014273860724642873,0.030569881200790405,0.0027970047667622566,0.002022014115937054
43,0.011957231909036636,0.013762235641479492,-0.18050038814544678,-0.001523492275737226,0.028645021840929985,0.0034353130031377077,9.610620327293873e-05
44,0.01156863383948803,0.013422178104519844,-0.18535441160202026,-0.0010461341589689255,0.029349319636821747,0.004322511609643698,0.00047735811676830053
45,0.011161255650222301,0.013066179119050503,-0.19049236178398132,-0.0022569673601537943,0.030121276155114174,0.003926447592675686,0.0012108332011848688
46,0.01084118615835905,0.012799907475709915,-0.19587211310863495,-0.0030959933064877987,0.028935259208083153,0.00452062301337719,0.0008390259463340044
47,0.010553542524576187,0.01256790105253458,-0.20143583416938782,-0.003362222807481885,0.02943728119134903,0.0039908392354846,0.00026622950099408627
48,0.010151872411370277,0.012223441153764725,-0.20715682208538055,-0.003977494779974222,0.03023606911301613,0.005258102901279926,0.0006152719724923372
49,0.009836973622441292,0.01196686364710331,-0.21298900246620178,-0.0035476647317409515,0.03010958805680275,0.004518294241279364,0.00042983004823327065
50,0.00946698896586895,0.01165606826543808,-0.21890786290168762,-0.0046444181352853775,0.028812941163778305,0.004236577544361353,0.001096753403544426
51,0.009129722602665424,0.011378935538232327,-0.22492128610610962,-0.004601727239787579,0.029133576899766922,0.004338489845395088,4.269089549779892e-05
52,0.00894075632095337,0.01125113945454359,-0.23103836178779602,-0.005610326770693064,0.029050827026367188,0.002980699995532632,0.0010085995309054852
53,0.008707700297236443,0.011080902069807053,-0.2373201549053192,-0.00542789651080966,0.02951795980334282,0.0032836354803293943,0.00018243025988340378
54,0.008463909849524498,0.0109018012881279,-0.24378912150859833,-0.00604983139783144,0.02944169007241726,0.004003776237368584,0.00062193488702178
55,0.008274560794234276,0.010779821313917637,-0.2505260705947876,-0.005438399035483599,0.029241250827908516,0.0029177339747548103,0.0006114323623478413
56,0.008054585196077824,0.010629819706082344,-0.2575235068798065,-0.0042668674141168594,0.028208695352077484,0.0031151988077908754,0.0011715316213667393
57,0.00778622692450881,0.010433224029839039,-0.2646997570991516,-0.005647970829159021,0.029052414000034332,0.001759599195793271,0.001381103415042162
58,0.007539217825978994,0.010259294882416725,-0.27200770378112793,-0.006306387949734926,0.02859111875295639,0.002457005437463522,0.0006584171205759048
59,0.007379176560789347,0.010173737071454525,-0.2794560492038727,-0.004935201723128557,0.02762962132692337,0.0015904640313237906,0.001371186226606369
60,0.007173086516559124,0.010042698122560978,-0.2869611084461212,-0.003836081363260746,0.028226777911186218,0.0014607245102524757,0.0010991203598678112
61,0.0069823856465518475,0.009928219020366669,-0.29458335041999817,-0.004884641617536545,0.02831956371665001,0.0020833262242376804,0.0010485602542757988
62,0.006752218119800091,0.00977651122957468,-0.30242928862571716,-0.00582403689622879,0.02789347991347313,0.0022249144967645407,0.0009393952786922455
63,0.0066345613449811935,0.009740274399518967,-0.3105713725090027,-0.005570707377046347,0.028695520013570786,0.0009749794262461364,0.0002533295191824436
64,0.006398922298103571,0.009590105153620243,-0.31911829113960266,-0.005315890070050955,0.027860261499881744,0.0005758365732617676,0.00025481730699539185
65,0.006179191172122955,0.009459061548113823,-0.32798707485198975,-0.0048013851046562195,0.026930250227451324,0.00023176998365670443,0.0005145049653947353
66,0.0059818848967552185,0.009352738969027996,-0.3370853662490845,-0.005024785175919533,0.027299391105771065,0.0005280151963233948,0.0002234000712633133
67,0.005792119540274143,0.009254719130694866,-0.3462599515914917,-0.004238637164235115,0.027442876249551773,-0.000679010699968785,0.0007861480116844177
68,0.005599837750196457,0.009154414758086205,-0.35545778274536133,-0.004419570788741112,0.02758181095123291,-0.0010407976806163788,0.0001809336245059967
69,0.005385888274759054,0.009032622911036015,-0.3646734952926636,-0.00469114538282156,0.027243847027420998,-0.000961836485657841,0.00027157459408044815
70,0.005191443022340536,0.008931182324886322,-0.37397393584251404,-0.002909164410084486,0.027002202346920967,-0.0010894091101363301,0.001781980972737074
71,0.004947263281792402,0.00878138653934002,-0.38341233134269714,-0.0035324650816619396,0.027280908077955246,-0.0022067613899707794,0.0006233006715774536
72,0.004729434382170439,0.008660142309963703,-0.3930708169937134,-0.0034710208419710398,0.02638070285320282,-0.001522862003184855,6.144423969089985e-05
73,0.004594269208610058,0.008623119443655014,-0.4028850197792053,-0.0017942283302545547,0.02568947710096836,-0.002225141506642103,0.001676792511716485
74,0.004402490798383951,0.008530198596417904,-0.4127708375453949,-0.00220718071796,0.025370478630065918,-0.0018653154838830233,0.0004129523877054453
75,0.004209291655570269,0.0084359310567379,-0.42266392707824707,-0.0015351762995123863,0.025353338569402695,-0.0018852592911571264,0.0006720044184476137
