epoch,total_loss,reconstruction_loss,mean_energy,mean_order_parameter,mean_abs_order_parameter,mean_transverse_order_parameter,order_parameter_susceptibility
0,0.07742520421743393,0.07740029692649841,0.002490696497261524,0.014325829222798347,0.05142565071582794,0.013350377790629864,0.0
1,0.07184019684791565,0.07187167555093765,-0.003148175310343504,0.015523560345172882,0.0539996400475502,0.016391338780522346,0.0011977311223745346
2,0.06567719578742981,0.06575997918844223,-0.008278530091047287,0.015957295894622803,0.056276820600032806,0.016917578876018524,0.00043373554944992065
3,0.05812567099928856,0.058252740651369095,-0.012706873938441277,0.014451147988438606,0.05738246068358421,0.01693904772400856,0.0015061479061841965
4,0.04916827380657196,0.04933147132396698,-0.016319843009114265,0.018267381936311722,0.05674683302640915,0.01914137229323387,0.0038162339478731155
5,0.03976014256477356,0.039952412247657776,-0.019227050244808197,0.01930321380496025,0.05911407247185707,0.01771363988518715,0.001035831868648529
6,0.031362783163785934,0.03157905116677284,-0.021626804023981094,0.02343675121665001,0.06380975246429443,0.019694387912750244,0.004133537411689758
7,0.026189493015408516,0.02642667479813099,-0.02371816150844097,0.023355163633823395,0.06205633282661438,0.02128070965409279,8.158758282661438e-05
8,0.025006048381328583,0.02526179701089859,-0.025574952363967896,0.02599354088306427,0.06343813240528107,0.01922236755490303,0.0026383772492408752
9,0.025849875062704086,0.02612190507352352,-0.027202915400266647,0.02540815994143486,0.06430516391992569,0.018469450995326042,0.0005853809416294098
10,0.026137741282582283,0.026423515751957893,-0.028577538207173347,0.02658321149647236,0.06352454423904419,0.01956109330058098,0.0011750515550374985
11,0.02499685063958168,0.025291670113801956,-0.02948204055428505,0.02472630701959133,0.06526286154985428,0.019317205995321274,0.0018569044768810272
12,0.02273552305996418,0.02303476817905903,-0.029924534261226654,0.025160960853099823,0.06717376410961151,0.01685125194489956,0.0004346538335084915
13,0.019980544224381447,0.020279699936509132,-0.029915599152445793,0.02364877052605152,0.06535233557224274,0.016530588269233704,0.0015121903270483017
14,0.01746862195432186,0.01776392012834549,-0.02952982671558857,0.02223643660545349,0.06537527590990067,0.018654242157936096,0.00141233392059803
15,0.015617763623595238,0.015908028930425644,-0.02902652695775032,0.019306130707263947,0.06554880738258362,0.016051463782787323,0.0029303058981895447
16,0.014676598832011223,0.014962311834096909,-0.028571313247084618,0.016875216737389565,0.06754418462514877,0.01605062559247017,0.002430913969874382
17,0.014324011281132698,0.014608586207032204,-0.028457511216402054,0.01643143594264984,0.06787300109863281,0.01685721054673195,0.0004437807947397232
18,0.014360159635543823,0.014648230746388435,-0.02880707010626793,0.014119444414973259,0.06888324022293091,0.01801074668765068,0.0023119915276765823
19,0.01448063738644123,0.014777831733226776,-0.02971941977739334,0.012017762288451195,0.07083494961261749,0.017886126413941383,0.002101682126522064
20,0.01443418301641941,0.014746962115168571,-0.03127792477607727,0.011050962843000889,0.0701010674238205,0.01627691090106964,0.0009667994454503059
21,0.014152402058243752,0.014486885629594326,-0.03344832733273506,0.012724320404231548,0.06867526471614838,0.016640793532133102,0.0016733575612306595
22,0.013573892414569855,0.013935456052422523,-0.03615640848875046,0.013525630347430706,0.0688650831580162,0.017162876203656197,0.0008013099431991577
23,0.01285055372864008,0.013243639841675758,-0.03930860385298729,0.012518325820565224,0.07057961821556091,0.01796049252152443,0.0010073045268654823
24,0.012228889390826225,0.012656702660024166,-0.04278132691979408,0.013236185535788536,0.07136835157871246,0.016132887452840805,0.0007178597152233124
25,0.011571278795599937,0.012036023661494255,-0.046474479138851166,0.01622498780488968,0.07019700109958649,0.017057161778211594,0.002988802269101143
26,0.011089482344686985,0.011592091992497444,-0.05026097968220711,0.017940275371074677,0.07096543908119202,0.015903102234005928,0.0017152875661849976
27,0.0106359226629138,0.011176399886608124,-0.054047711193561554,0.01771670952439308,0.07125996053218842,0.014530675485730171,0.00022356584668159485
28,0.010235159657895565,0.01081269420683384,-0.05775342509150505,0.0192920733243227,0.0708499401807785,0.0146296676248312,0.0015753637999296188
29,0.009866136126220226,0.010479298420250416,-0.06131625548005104,0.020477930083870888,0.07268969714641571,0.013626831583678722,0.0011858567595481873
30,0.009463888593018055,0.01011064276099205,-0.06467545032501221,0.02080816961824894,0.07293306291103363,0.015319149941205978,0.00033023953437805176
31,0.008986678905785084,0.009664783254265785,-0.06781043112277985,0.02035350352525711,0.0733117014169693,0.01530766487121582,0.0004546660929918289
32,0.008496740832924843,0.009204353205859661,-0.07076120376586914,0.022009966894984245,0.07090669870376587,0.014922520145773888,0.0016564633697271347
33,0.007909389212727547,0.00864469911903143,-0.07353095710277557,0.024283265694975853,0.07128310948610306,0.014320161193609238,0.0022732987999916077
34,0.007409065030515194,0.008170867338776588,-0.07618021965026855,0.022922039031982422,0.07415709644556046,0.013526572845876217,0.001361226662993431
35,0.006916807033121586,0.0077047524973750114,-0.07879453152418137,0.024187080562114716,0.07306236028671265,0.013814618811011314,0.0012650415301322937
36,0.006462335120886564,0.007276580668985844,-0.0814245343208313,0.023627014830708504,0.07425837218761444,0.010871389880776405,0.0005600657314062119
37,0.006080924533307552,0.006922665052115917,-0.08417404443025589,0.02472204715013504,0.0730353444814682,0.012395862489938736,0.0010950323194265366
38,0.00573493167757988,0.006605775561183691,-0.08708439022302628,0.02327580936253071,0.07362675666809082,0.010344012640416622,0.001446237787604332
39,0.0053860764019191265,0.006288178730756044,-0.09021022915840149,0.023670680820941925,0.0745701789855957,0.012012266553938389,0.00039487145841121674
40,0.004969114903360605,0.005904555786401033,-0.09354409575462341,0.023563241586089134,0.07252660393714905,0.012545057572424412,0.00010743923485279083
41,0.004549102857708931,0.005519706755876541,-0.09706038236618042,0.02393866889178753,0.07382399588823318,0.012240966781973839,0.0003754273056983948
42,0.004105721600353718,0.005113599821925163,-0.10078783333301544,0.02493046224117279,0.07649239897727966,0.010304952040314674,0.0009917933493852615
43,0.0037433512043207884,0.004790090024471283,-0.10467388480901718,0.025277836248278618,0.0763922929763794,0.010200843214988708,0.00034737400710582733
44,0.0034331167116761208,0.004519690293818712,-0.1086573377251625,0.0250832661986351,0.07534433901309967,0.013625001534819603,0.00019457004964351654
45,0.00316128833219409,0.004288295283913612,-0.1127007007598877,0.024350009858608246,0.07666477560997009,0.009420594200491905,0.0007332563400268555
46,0.0028823516331613064,0.004050031770020723,-0.1167680025100708,0.02403828874230385,0.07838917523622513,0.010294042527675629,0.0003117211163043976
47,0.0026083681732416153,0.0038168984465301037,-0.1208530142903328,0.02425508201122284,0.0773298442363739,0.008539402857422829,0.0002167932689189911
48,0.0023734443821012974,0.0036232098937034607,-0.12497653812170029,0.022789940237998962,0.07683565467596054,0.008601746521890163,0.001465141773223877
49,0.0021408891770988703,0.0034322235733270645,-0.1291334629058838,0.02383052371442318,0.07748366892337799,0.011265663430094719,0.0010405834764242172
50,0.0019025837536901236,0.00323626771569252,-0.13336840271949768,0.024624615907669067,0.07631412148475647,0.011649329215288162,0.0007940921932458878
51,0.0016937443288043141,0.003071112558245659,-0.13773682713508606,0.02379312366247177,0.0786018818616867,0.009859250858426094,0.0008314922451972961
52,0.001535137533210218,0.002958358731120825,-0.1423221230506897,0.02115076594054699,0.07532291114330292,0.011492781341075897,0.002642357721924782
53,0.0013683658326044679,0.0028397610876709223,-0.1471395194530487,0.02320580743253231,0.07422013580799103,0.010169683024287224,0.002055041491985321
54,0.0011939166579395533,0.002716084709390998,-0.1522168070077896,0.02360585331916809,0.07505153864622116,0.012009799480438232,0.00040004588663578033
55,0.001021582051180303,0.0025969953276216984,-0.15754133462905884,0.021867986768484116,0.0733075737953186,0.013450938276946545,0.0017378665506839752
56,0.0008415305055677891,0.0024725571274757385,-0.16310268640518188,0.02294427715241909,0.07370329648256302,0.010489298030734062,0.0010762903839349747
57,0.000665609841234982,0.002354819793254137,-0.16892099380493164,0.02351059392094612,0.07381246984004974,0.012153472751379013,0.0005663167685270309
58,0.0005060434341430664,0.002255598083138466,-0.17495548725128174,0.022238872945308685,0.06994498521089554,0.012706386856734753,0.001271720975637436
59,0.0003360910341143608,0.0021476387046277523,-0.1811547875404358,0.021757975220680237,0.06989198923110962,0.013549474999308586,0.0004808977246284485
60,0.00017926248256117105,0.0020544524304568768,-0.18751898407936096,0.020199574530124664,0.07111415266990662,0.012329155579209328,0.0015584006905555725
61,1.8614460714161396e-05,0.0019586230628192425,-0.19400086998939514,0.020304067060351372,0.07024306058883667,0.013247930444777012,0.00010449253022670746
62,-0.00015642785001546144,0.0018497047713026404,-0.20061326026916504,0.021863097324967384,0.06903079152107239,0.014216149225831032,0.0015590302646160126
63,-0.000307583948597312,0.001765651861205697,-0.2073236107826233,0.02231614664196968,0.0667981430888176,0.015066836029291153,0.00045304931700229645
64,-0.0004733954556286335,0.0016682271379977465,-0.21416226029396057,0.01837218552827835,0.06544363498687744,0.016292542219161987,0.00394396111369133
65,-0.0006057312712073326,0.0016055190935730934,-0.2211250364780426,0.021397197619080544,0.06795941293239594,0.01297394186258316,0.0030250120908021927
66,-0.0007507019909098744,0.0015312809264287353,-0.22819828987121582,0.019747290760278702,0.06628227978944778,0.013624854385852814,0.0016499068588018417
67,-0.0008916901424527168,0.0014626767951995134,-0.23543669283390045,0.020947596058249474,0.06590436398983002,0.012885361909866333,0.0012003052979707718
68,-0.0010445016669109464,0.0013840823667123914,-0.2428584098815918,0.019616926088929176,0.0658816546201706,0.014355980791151524,0.0013306699693202972
69,-0.0011825530091300607,0.0013220299733802676,-0.250458300113678,0.018682297319173813,0.06439440697431564,0.014187058433890343,0.0009346287697553635
70,-0.0013168149162083864,0.0012659789063036442,-0.25827938318252563,0.01779906451702118,0.06410306692123413,0.015018949285149574,0.0008832328021526337
71,-0.001456736819818616,0.0012065621558576822,-0.26632991433143616,0.020703423768281937,0.06561781466007233,0.015409061685204506,0.0029043592512607574
72,-0.0015826853923499584,0.0011641085147857666,-0.27467936277389526,0.018328022211790085,0.0642920434474945,0.016809310764074326,0.002375401556491852
73,-0.0017323236679658294,0.001099679502658546,-0.28320032358169556,0.017516259104013443,0.06172792613506317,0.015033744275569916,0.0008117631077766418
74,-0.0018750253366306424,0.0010448350803926587,-0.29198604822158813,0.01617918536067009,0.06383386999368668,0.017695583403110504,0.0013370737433433533
