epoch,total_loss,reconstruction_loss,mean_energy,mean_order_parameter,mean_abs_order_parameter,mean_transverse_order_parameter,order_parameter_susceptibility
0,0.02333967201411724,0.023475194349884987,-0.01355232484638691,0.016659989953041077,0.04273545369505882,0.04329252615571022,0.0
1,0.02218945324420929,0.02238180860877037,-0.019235597923398018,0.01792045123875141,0.04425886645913124,0.04606865346431732,0.0012604612857103348
2,0.0210738405585289,0.021322065964341164,-0.02482246793806553,0.017224818468093872,0.04418600723147392,0.046593647450208664,0.0006956327706575394
3,0.01988096535205841,0.020183753222227097,-0.03027871437370777,0.017764916643500328,0.046244289726018906,0.04741762578487396,0.000540098175406456
4,0.018620982766151428,0.018977148458361626,-0.03561657667160034,0.01899252086877823,0.04492242634296417,0.04873214289546013,0.0012276042252779007
5,0.01736273616552353,0.017771221697330475,-0.04084855318069458,0.01840687356889248,0.04786437749862671,0.050167035311460495,0.0005856472998857498
6,0.016102012246847153,0.016562215983867645,-0.04602030664682388,0.019203374162316322,0.04715879634022713,0.053274329751729965,0.0007965005934238434
7,0.01488126814365387,0.015393047593533993,-0.051177896559238434,0.017286714166402817,0.04737917333841324,0.053420498967170715,0.0019166599959135056
8,0.013845960609614849,0.01440968457609415,-0.05637235566973686,0.01888187974691391,0.04772140085697174,0.05580311268568039,0.0015951655805110931
9,0.013090590015053749,0.013707120902836323,-0.061653103679418564,0.017720045521855354,0.04825763404369354,0.057992126792669296,0.0011618342250585556
10,0.01264149509370327,0.013311644084751606,-0.0670149102807045,0.0181262344121933,0.049687162041664124,0.05978938564658165,0.00040618889033794403
11,0.012270359322428703,0.012994710355997086,-0.07243506610393524,0.018234819173812866,0.05076432228088379,0.06127999722957611,0.00010858476161956787
12,0.011879782192409039,0.012658636085689068,-0.07788535952568054,0.01854545809328556,0.05086633190512657,0.061584483832120895,0.0003106389194726944
13,0.011364580132067204,0.01219819113612175,-0.08336107432842255,0.01947462372481823,0.05222591757774353,0.06343455612659454,0.0009291656315326691
14,0.010837060399353504,0.011726120486855507,-0.08890603482723236,0.018319541588425636,0.051867805421352386,0.06308773905038834,0.0011550821363925934
15,0.010365660302340984,0.011311213485896587,-0.09455528110265732,0.01862030290067196,0.053806036710739136,0.06543157994747162,0.00030076131224632263
16,0.009965597651898861,0.010968751274049282,-0.10031536966562271,0.017906803637742996,0.05396094173192978,0.06539161503314972,0.0007134992629289627
17,0.00965888425707817,0.010720539838075638,-0.10616554319858551,0.01757625862956047,0.05448783189058304,0.06653054803609848,0.00033054500818252563
18,0.009364865720272064,0.010485846549272537,-0.11209806799888611,0.018441276624798775,0.05442773178219795,0.06817857921123505,0.0008650179952383041
19,0.00905235018581152,0.010233286768198013,-0.11809362471103668,0.017981521785259247,0.05490770936012268,0.06863190978765488,0.0004597548395395279
20,0.008683960884809494,0.009925801306962967,-0.1241840124130249,0.01893930323421955,0.05618791654706001,0.06867422163486481,0.0009577814489603043
21,0.008326076902449131,0.009630191139876842,-0.13041144609451294,0.01825619488954544,0.05506640672683716,0.06903047859668732,0.0006831083446741104
22,0.007954747416079044,0.00932304561138153,-0.13682977855205536,0.017409056425094604,0.05428386107087135,0.07069022953510284,0.0008471384644508362
23,0.007641709875315428,0.009076694957911968,-0.143498495221138,0.018422190099954605,0.054559994488954544,0.07080952078104019,0.0010131336748600006
24,0.007356599904596806,0.008860934525728226,-0.15043343603610992,0.01847638189792633,0.05405854061245918,0.07165950536727905,5.4191797971725464e-05
25,0.007057718001306057,0.008634023368358612,-0.1576305478811264,0.020738285034894943,0.05492845177650452,0.07324499636888504,0.0022619031369686127
26,0.0067314645275473595,0.008382096886634827,-0.16506321728229523,0.020018909126520157,0.053599994629621506,0.07289525866508484,0.0007193759083747864
27,0.006425702013075352,0.008152907714247704,-0.17272058129310608,0.02054610103368759,0.054351557046175,0.07329608500003815,0.0005271919071674347
28,0.006133406423032284,0.007939002476632595,-0.18055960536003113,0.0211628545075655,0.054925452917814255,0.07450293749570847,0.0006167534738779068
29,0.005834941752254963,0.007720218040049076,-0.1885276585817337,0.023232880979776382,0.05529790371656418,0.0759064331650734,0.002070026472210884
30,0.005519149824976921,0.007485211361199617,-0.19660618901252747,0.022842373698949814,0.05536599084734917,0.07620475441217422,0.0003905072808265686
31,0.005226531997323036,0.007274594623595476,-0.20480625331401825,0.02387763001024723,0.05508316680788994,0.07660369575023651,0.0010352563112974167
32,0.00492987222969532,0.00706011988222599,-0.21302476525306702,0.02296491526067257,0.0542692206799984,0.07584638893604279,0.0009127147495746613
33,0.004589886404573917,0.006803988013416529,-0.22141015529632568,0.022888999432325363,0.05520976334810257,0.07867629826068878,7.591582834720612e-05
34,0.004306294489651918,0.006606603041291237,-0.2300308644771576,0.024374311789870262,0.055915143340826035,0.07951689511537552,0.001485312357544899
