model,image,image_size,patch_size,epochs,mse,psnr,ssim
CNN,0000_cat_domestic_cat_s_000907.png,32,32,200,3.0998216971056536e-05,45.08663286227066,0.9993141514473716
CNN,0001_ship_hydrofoil_s_000078.png,32,32,200,0.0001861701166490093,37.300900291333285,0.9990135012407247
CNN,0002_ship_sea_boat_s_001456.png,32,32,200,0.00010466069215908647,39.802163974400585,0.9991894249592382
CNN,0003_airplane_jetliner_s_001705.png,32,32,200,0.00020175633835606277,36.95172812641468,0.9977239329446443
CNN,0004_frog_green_frog_s_001658.png,32,32,200,2.8148971978225745e-05,45.50537461286395,0.9994198980192017
