model,image,image_size,patch_size,epochs,mse,psnr,ssim,dice,iou,pixel_accuracy,precision,recall,boundary_f_score
PHL,monalisa.png,32,0,200,0.043749913573265076,13.590228005774653,0.7591947170955091,0.9757343550322384,0.9526184538415806,0.9814453124904157,0.9999999999738219,0.9526184538415806,0.883561638775333
