seed,one_pass_quantum,cm_classical,cm_quantum,gaussian
3,20.28068157644554,17.381350758624798,17.468426579243495,21.911124212825936
7,19.122643270336155,17.488059560157375,17.5611600577859,20.7804167470183
11,19.528536343329904,17.24823805795133,17.328104385344915,23.357815009439005
19,20.115220322493922,18.17067437153112,18.256727228804042,22.407126279933806
29,19.410330892601362,16.777815740969928,16.854842462317055,21.83057432217764
41,19.72675909676201,17.215528529222443,17.301822823388346,21.746720410509944
