model,image,image_size,patch_size,epochs,mse,psnr,ssim,dice,iou,pixel_accuracy,precision,recall,boundary_f_score
PHL,0000_cat_domestic_cat_s_000907.png,32,0,200,0.07405372709035873,11.3045307874922,0.6037695549988803,0.8024316109178592,0.670050761387307,0.9365234374908543,0.9999999999242424,0.670050761387307,0.5691056861061538
PHL,0001_ship_hydrofoil_s_000078.png,32,0,200,0.022252937778830528,16.52612646394807,0.9184171309912839,0.9983221476426316,0.9966499162312119,0.9980468749902536,0.9999999999831932,0.9966499162312119,0.9900990048029605
PHL,0002_ship_sea_boat_s_001456.png,32,0,200,0.028956137597560883,15.382593683013795,0.8729174032767179,0.9948400412694031,0.9897330595279316,0.9951171874902821,0.999999999979253,0.9897330595279316,0.9401709350909491
PHL,0003_airplane_jetliner_s_001705.png,32,0,200,0.03931377828121185,14.054552159654738,0.8201580987554127,0.9906407487329688,0.9814550641800077,0.9873046874903585,0.9814550641800077,0.9999999999854651,0.7249999949125002
PHL,0004_frog_green_frog_s_001658.png,32,0,200,0.05250042304396629,12.798371970717584,0.7243580385017698,0.9687750200082564,0.9394409937742323,0.9619140624906064,0.9394409937742323,0.9999999999834711,0.7401574753050751
