image,epoch,step,reconstructed_image,total_loss,reconstruction_mse,mean_energy,mean_order_parameter,order_parameter_susceptibility,mean_abs_order_parameter,mean_transverse_order_parameter,mean_total_lattice_correlation
monalisa.jpg,22,22,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0022.png,0.0156587902456522,0.01703147403895855,-0.14190824329853058,-0.14600074291229248,0.0004907697439193726,0.14600074291229248,0.06633232533931732,-0.04157291352748871
monalisa.jpg,23,23,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0023.png,0.014834724366664886,0.01625380665063858,-0.14671027660369873,-0.1462012529373169,0.00020051002502441406,0.1462012529373169,0.06697884947061539,-0.041751451790332794
monalisa.jpg,24,24,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0024.png,0.01415092684328556,0.015618029981851578,-0.15187117457389832,-0.14620152115821838,2.682209014892578e-07,0.14620152115821838,0.0680997371673584,-0.04232112318277359
monalisa.jpg,25,25,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0025.png,0.013582026585936546,0.015100738033652306,-0.1575806885957718,-0.1459854543209076,0.00021606683731079102,0.1459854543209076,0.06965719908475876,-0.043252598494291306
monalisa.jpg,26,26,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0026.png,0.012962011620402336,0.014537818729877472,-0.16393592953681946,-0.1456562578678131,0.0003291964530944824,0.1456562578678131,0.07161514461040497,-0.04443497210741043
monalisa.jpg,27,27,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0027.png,0.012194951996207237,0.013834311626851559,-0.17091768980026245,-0.1453392505645752,0.00031700730323791504,0.1453392505645752,0.07383938133716583,-0.04572485014796257
monalisa.jpg,28,28,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0028.png,0.011323121376335621,0.013032298535108566,-0.1784590184688568,-0.14505717158317566,0.00028207898139953613,0.14505717158317566,0.0760527104139328,-0.04703179746866226
monalisa.jpg,29,29,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0029.png,0.010411257855594158,0.012195847928524017,-0.18637651205062866,-0.14488585293293,0.0001713186502456665,0.14488585293293,0.0780947357416153,-0.04825429990887642
monalisa.jpg,30,30,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0030.png,0.00966139417141676,0.011525159701704979,-0.19450965523719788,-0.14482425153255463,6.160140037536621e-05,0.14482425153255463,0.07982741296291351,-0.04936999827623367
monalisa.jpg,31,31,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0031.png,0.009017211385071278,0.010962308384478092,-0.20277777314186096,-0.14489108324050903,6.683170795440674e-05,0.14489108324050903,0.08109671622514725,-0.050389256328344345
monalisa.jpg,32,32,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0032.png,0.008411409333348274,0.010439187288284302,-0.21110433340072632,-0.14514106512069702,0.0002499818801879883,0.14514106512069702,0.0818290263414383,-0.05131326988339424
monalisa.jpg,33,33,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0033.png,0.007701084483414888,0.0098121277987957,-0.2194765955209732,-0.14557646214962006,0.00043539702892303467,0.14557646214962006,0.08201579749584198,-0.052140578627586365
monalisa.jpg,34,34,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0034.png,0.006937338039278984,0.009132103994488716,-0.22797538340091705,-0.1461292803287506,0.0005528181791305542,0.1461292803287506,0.08177453279495239,-0.0528876930475235
monalisa.jpg,35,35,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0035.png,0.006189165636897087,0.008468919433653355,-0.2367224246263504,-0.1467493325471878,0.0006200522184371948,0.1467493325471878,0.08134867995977402,-0.05355384945869446
monalisa.jpg,36,36,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0036.png,0.005589204374700785,0.007956428453326225,-0.24583637714385986,-0.1473717987537384,0.0006224662065505981,0.1473717987537384,0.08089382946491241,-0.05418512970209122
monalisa.jpg,37,37,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0037.png,0.004990218207240105,0.007448581978678703,-0.2554466724395752,-0.14797742664813995,0.0006056278944015503,0.14797742664813995,0.08050964027643204,-0.05485164374113083
monalisa.jpg,38,38,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0038.png,0.004418074153363705,0.006972540635615587,-0.2656629979610443,-0.14852562546730042,0.0005481988191604614,0.14852562546730042,0.08020229637622833,-0.0556214340031147
monalisa.jpg,39,39,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0039.png,0.003796547884121537,0.0064531778916716576,-0.27651917934417725,-0.1490241438150406,0.0004985183477401733,0.1490241438150406,0.07985640317201614,-0.056558992713689804
monalisa.jpg,40,40,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0040.png,0.003297144314274192,0.006062336266040802,-0.288057804107666,-0.14950552582740784,0.00048138201236724854,0.14950552582740784,0.07933983206748962,-0.057724982500076294
monalisa.jpg,41,41,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0041.png,0.0028598420321941376,0.005740419961512089,-0.3002449870109558,-0.15002362430095673,0.0005180984735488892,0.15002362430095673,0.07856114208698273,-0.059145525097846985
monalisa.jpg,42,42,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0042.png,0.0024486342445015907,0.005451084114611149,-0.31315791606903076,-0.15060606598854065,0.0005824416875839233,0.15060606598854065,0.07748572528362274,-0.0608113557100296
monalisa.jpg,43,43,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0043.png,0.0020189513452351093,0.005150530021637678,-0.32683780789375305,-0.15120983123779297,0.0006037652492523193,0.15120983123779297,0.07620656490325928,-0.06269923597574234
monalisa.jpg,44,44,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0044.png,0.0016096446197479963,0.004878022707998753,-0.34137362241744995,-0.15183663368225098,0.0006268024444580078,0.15183663368225098,0.07484140992164612,-0.06471085548400879
monalisa.jpg,45,45,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0045.png,0.0012387942988425493,0.004652530420571566,-0.3568931519985199,-0.15248025953769684,0.0006436258554458618,0.15248025953769684,0.07357658445835114,-0.06676121056079865
monalisa.jpg,46,46,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0046.png,0.0008690804243087769,0.004438011907041073,-0.37338000535964966,-0.15313991904258728,0.0006596595048904419,0.15313991904258728,0.07258714735507965,-0.0687675029039383
monalisa.jpg,47,47,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0047.png,0.0004801570903509855,0.004213957116007805,-0.39066171646118164,-0.15387041866779327,0.0007304996252059937,0.15387041866779327,0.07191608101129532,-0.07065938413143158
monalisa.jpg,48,48,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0048.png,7.290719076991081e-05,0.003979524131864309,-0.4086619019508362,-0.15464401245117188,0.0007735937833786011,0.15464401245117188,0.0715377926826477,-0.07248716056346893
monalisa.jpg,49,49,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0049.png,-0.0003187321126461029,0.0037678866647183895,-0.4272700548171997,-0.15554407238960266,0.0009000599384307861,0.15554407238960266,0.07137374579906464,-0.07423946261405945
monalisa.jpg,50,50,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0050.png,-0.0006825360469520092,0.003590164240449667,-0.44639134407043457,-0.15658743679523468,0.001043364405632019,0.15658743679523468,0.07127533853054047,-0.07594026625156403
monalisa.jpg,51,51,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0051.png,-0.0010270753409713507,0.0034368380438536406,-0.46598851680755615,-0.15772736072540283,0.0011399239301681519,0.15772736072540283,0.07118570804595947,-0.0776185542345047
monalisa.jpg,52,52,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0052.png,-0.0013889302499592304,0.003270955290645361,-0.48622697591781616,-0.1588444709777832,0.001117110252380371,0.1588444709777832,0.0710732713341713,-0.07935553044080734
monalisa.jpg,53,53,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0053.png,-0.0017247360665351152,0.003137533785775304,-0.5071933269500732,-0.15992802381515503,0.0010835528373718262,0.15992802381515503,0.07097988575696945,-0.08109202235937119
monalisa.jpg,54,54,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0054.png,-0.0020424833055585623,0.003029450075700879,-0.5286416411399841,-0.16088899970054626,0.0009609758853912354,0.16088899970054626,0.07100745290517807,-0.08280237764120102
monalisa.jpg,55,55,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0055.png,-0.002395014511421323,0.0028914024587720633,-0.5504955053329468,-0.1616680920124054,0.0007790923118591309,0.1616680920124054,0.0711449682712555,-0.08453697711229324
monalisa.jpg,56,56,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0056.png,-0.002748002763837576,0.0027569527737796307,-0.5725321769714355,-0.1624366194009781,0.0007685273885726929,0.1624366194009781,0.07125779241323471,-0.08623901754617691
monalisa.jpg,57,57,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0057.png,-0.0031240670941770077,0.0026012547314167023,-0.5949002504348755,-0.16317152976989746,0.0007349103689193726,0.16317152976989746,0.07122749835252762,-0.08799155056476593
monalisa.jpg,58,58,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0058.png,-0.003483712673187256,0.0024652895517647266,-0.6175706386566162,-0.16391445696353912,0.0007429271936416626,0.16391445696353912,0.071037158370018,-0.08977767825126648
monalisa.jpg,59,59,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0059.png,-0.00385347125120461,0.0023222353775054216,-0.6406912207603455,-0.1646263301372528,0.0007118731737136841,0.1646263301372528,0.07062132656574249,-0.09169168770313263
monalisa.jpg,60,60,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0060.png,-0.0042039803229272366,0.002202932257205248,-0.6644232273101807,-0.165231853723526,0.0006055235862731934,0.165231853723526,0.06999669224023819,-0.09377940744161606
monalisa.jpg,61,61,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0061.png,-0.004573025740683079,0.0020712066907435656,-0.6889280080795288,-0.16568335890769958,0.000451505184173584,0.16568335890769958,0.06918219476938248,-0.09605547785758972
monalisa.jpg,62,62,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0062.png,-0.004933900199830532,0.001955380430445075,-0.7143529653549194,-0.1659359633922577,0.00025260448455810547,0.1659359633922577,0.06819923222064972,-0.09857603907585144
monalisa.jpg,63,63,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0063.png,-0.005292672663927078,0.001850857399404049,-0.7406566143035889,-0.16602948307991028,9.351968765258789e-05,0.16602948307991028,0.0671624094247818,-0.10130912810564041
monalisa.jpg,64,64,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0064.png,-0.00564915593713522,0.0017574093071743846,-0.7677689790725708,-0.1661311388015747,0.00010165572166442871,0.1661311388015747,0.06605955958366394,-0.10416704416275024
monalisa.jpg,65,65,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0065.png,-0.005998934619128704,0.0016787548083811998,-0.7954533100128174,-0.1663440465927124,0.0002129077911376953,0.1663440465927124,0.06491225957870483,-0.10705719143152237
monalisa.jpg,66,66,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0066.png,-0.0063607413321733475,0.001593792112544179,-0.8237184882164001,-0.1666526347398758,0.0003085881471633911,0.1666526347398758,0.06367792189121246,-0.10999567061662674
monalisa.jpg,67,67,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0067.png,-0.006719690747559071,0.0015174939762800932,-0.8525397181510925,-0.1668817102909088,0.00022907555103302002,0.1668817102909088,0.06242937594652176,-0.1129743829369545
monalisa.jpg,68,68,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0068.png,-0.007064455188810825,0.0014609417412430048,-0.8819360733032227,-0.1668885052204132,6.794929504394531e-06,0.1668885052204132,0.061167385429143906,-0.11601588129997253
monalisa.jpg,69,69,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0069.png,-0.0074259936809539795,0.0013933666050434113,-0.9117148518562317,-0.166899636387825,1.11311674118042e-05,0.166899636387825,0.05989556759595871,-0.11901243031024933
monalisa.jpg,70,70,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0070.png,-0.0077811782248318195,0.0013359697768464684,-0.9419372081756592,-0.1671278327703476,0.000228196382522583,0.1671278327703476,0.05854395404458046,-0.12190832197666168
monalisa.jpg,71,71,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0071.png,-0.008140201680362225,0.0012791708577424288,-0.9730826020240784,-0.16750547289848328,0.00037764012813568115,0.16750547289848328,0.05702134221792221,-0.12480819970369339
monalisa.jpg,72,72,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0072.png,-0.008506053127348423,0.0012247718404978514,-1.004836082458496,-0.16795596480369568,0.00045049190521240234,0.16795596480369568,0.055544689297676086,-0.12768030166625977
monalisa.jpg,73,73,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0073.png,-0.008866994641721249,0.0011813656892627478,-1.0375263690948486,-0.1683640331029892,0.00040806829929351807,0.1683640331029892,0.0540565587580204,-0.13058939576148987
monalisa.jpg,74,74,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0074.png,-0.00922674685716629,0.0011485150316730142,-1.0707242488861084,-0.1688796877861023,0.0005156546831130981,0.1688796877861023,0.05243371054530144,-0.13334709405899048
monalisa.jpg,75,75,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0075.png,-0.009613830596208572,0.0010934113524854183,-1.1042484045028687,-0.16971200704574585,0.0008323192596435547,0.16971200704574585,0.050757184624671936,-0.13588133454322815
monalisa.jpg,76,76,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0076.png,-0.010005972348153591,0.0010365124326199293,-1.13836669921875,-0.17069116234779358,0.0009791553020477295,0.17069116234779358,0.048947758972644806,-0.13837768137454987
monalisa.jpg,77,77,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0077.png,-0.010376494377851486,0.0010071720462292433,-1.1731524467468262,-0.17192065715789795,0.0012294948101043701,0.17192065715789795,0.04711702838540077,-0.1408163160085678
monalisa.jpg,78,78,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0078.png,-0.010765149258077145,0.0009663737728260458,-1.208922266960144,-0.1732701063156128,0.0013494491577148438,0.1732701063156128,0.04516353830695152,-0.14323896169662476
monalisa.jpg,79,79,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0079.png,-0.011165575124323368,0.0009236485348083079,-1.2454793453216553,-0.17486925423145294,0.001599147915840149,0.17486925423145294,0.043052613735198975,-0.1455155611038208
monalisa.jpg,80,80,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0080.png,-0.011548946611583233,0.0009058466530404985,-1.282560110092163,-0.17676584422588348,0.001896589994430542,0.17676584422588348,0.040803149342536926,-0.1475265622138977
monalisa.jpg,81,81,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0081.png,-0.011955726891756058,0.0008698739111423492,-1.3203768730163574,-0.1786009669303894,0.0018351227045059204,0.1786009669303894,0.0383896678686142,-0.14941459894180298
monalisa.jpg,82,82,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0082.png,-0.012367643415927887,0.0008361260406672955,-1.3590234518051147,-0.18054096400737762,0.0019399970769882202,0.18054096400737762,0.03603169322013855,-0.15115711092948914
monalisa.jpg,83,83,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0083.png,-0.01278101559728384,0.0008092188509181142,-1.3982858657836914,-0.1828271448612213,0.002286180853843689,0.1828271448612213,0.03372007980942726,-0.1527063101530075
monalisa.jpg,84,84,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0084.png,-0.013197535648941994,0.0007853230927139521,-1.4380671977996826,-0.18546101450920105,0.0026338696479797363,0.18546101450920105,0.03148294985294342,-0.1540338099002838
monalisa.jpg,85,85,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0085.png,-0.013596899807453156,0.00078377197496593,-1.4782381057739258,-0.18848669528961182,0.0030256807804107666,0.18848669528961182,0.02913752757012844,-0.15508770942687988
monalisa.jpg,86,86,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/outputs/training_analysis/phase_transition_frames/epoch_0086.png,-0.014037557877600193,0.0007448222022503614,-1.5192501544952393,-0.1917220652103424,0.003235369920730591,0.1917220652103424,0.026724183931946754,-0.1559445559978485
