image,epoch,step,patch_index,patch_row,patch_col,total_loss,reconstruction_mse,energy,order_parameter,abs_order_parameter,transverse_order_parameter,total_lattice_correlation,corr_ZZ_0_1,corr_ZZ_1_2,corr_ZZ_3_4,corr_ZZ_4_5,corr_ZZ_0_3,corr_ZZ_1_4,corr_ZZ_2_5
monalisa.jpg,0,0,10,0,0,0.0809532031416893,0.08109508454799652,-0.03095807321369648,-0.18602468073368073,0.18602468073368073,0.10792550444602966,-0.05569769814610481,0.26903533935546875,-0.004649918992072344,-0.17331062257289886,-0.3095477521419525,-0.04281414672732353,0.013088271021842957,-0.14168505370616913
monalisa.jpg,0,0,11,0,0,0.0809532031416893,0.08109508454799652,-0.02604195475578308,0.009599409997463226,0.009599409997463226,0.05181020125746727,-0.1419389694929123,0.25423815846443176,-0.3189355432987213,-0.19943289458751678,-0.3534308671951294,-0.3679754436016083,-0.009477073326706886,0.0014408206334337592
monalisa.jpg,0,0,12,0,0,0.0809532031416893,0.08109508454799652,-0.0488322488963604,-0.13781006634235382,0.13781006634235382,0.09403660893440247,-0.029275063425302505,0.27983158826828003,-0.22336669266223907,0.023363903164863586,-0.19365166127681732,-0.0532098188996315,0.14584322273731232,-0.18373598158359528
monalisa.jpg,0,0,13,0,0,0.0809532031416893,0.08109508454799652,-0.036889225244522095,-0.03000888042151928,0.03000888042151928,0.12017356604337692,-0.1596200317144394,0.1310809701681137,0.080112524330616,-0.45729246735572815,-0.48747485876083374,-0.3374578356742859,0.1333468109369278,-0.17965543270111084
monalisa.jpg,0,0,14,0,0,0.0809532031416893,0.08109508454799652,0.014683378860354424,0.028199436143040657,0.028199436143040657,-0.04474138095974922,-0.10331559926271439,-0.012466897256672382,0.07482288032770157,-0.35105064511299133,-0.3271636962890625,-0.07966649532318115,-0.07132544368505478,0.043641023337841034
monalisa.jpg,0,0,15,0,0,0.0809532031416893,0.08109508454799652,-0.048002831637859344,-0.021940939128398895,0.021940939128398895,0.10841604322195053,-0.08111585676670074,0.3465680778026581,-0.295369029045105,0.015405838377773762,-0.24403740465641022,-0.30189231038093567,-0.009253873489797115,-0.079232357442379
monalisa.jpg,1,1,0,0,0,0.07644113153219223,0.07669813185930252,-0.024127153679728508,-0.0861368402838707,0.0861368402838707,-0.026437832042574883,-0.11560416221618652,0.22659659385681152,-0.1842634379863739,-0.36062371730804443,-0.32501861453056335,-0.16389331221580505,0.11415033787488937,-0.11617699265480042
monalisa.jpg,1,1,1,0,0,0.07644113153219223,0.07669813185930252,-0.044091928750276566,-0.06882969290018082,0.06882969290018082,0.0017397105693817139,-0.14456161856651306,0.3020012378692627,-0.2756497263908386,-0.37936994433403015,-0.3727719187736511,-0.2965889871120453,0.18088047206401825,-0.17043240368366241
monalisa.jpg,1,1,2,0,0,0.07644113153219223,0.07669813185930252,-0.04616744443774223,-0.06237334385514259,0.06237334385514259,0.10609620809555054,-0.15200583636760712,0.30795833468437195,-0.09299153834581375,-0.47644370794296265,-0.6862534284591675,-0.3425092101097107,0.24962513148784637,-0.023426463827490807
monalisa.jpg,1,1,3,0,0,0.07644113153219223,0.07669813185930252,-0.029570238664746284,-0.08482151478528976,0.08482151478528976,-0.012109875679016113,-0.11574242264032364,0.27521514892578125,-0.1798521727323532,-0.32288849353790283,-0.4226706922054291,-0.27563557028770447,0.1234293058514595,-0.007794457487761974
monalisa.jpg,1,1,4,0,0,0.07644113153219223,0.07669813185930252,-0.02314278483390808,-0.06122420355677605,0.06122420355677605,-0.009304016828536987,-0.12632860243320465,0.20385199785232544,-0.2056628167629242,-0.23136496543884277,-0.2665855288505554,-0.26987287402153015,-0.052784889936447144,-0.06188111752271652
monalisa.jpg,1,1,5,0,0,0.07644113153219223,0.07669813185930252,-0.03346409648656845,-0.05028310418128967,0.05028310418128967,0.05474773421883583,-0.16419769823551178,0.23924079537391663,-0.25987452268600464,-0.43204712867736816,-0.47325047850608826,-0.3472796380519867,0.18207085132598877,-0.05824369564652443
monalisa.jpg,1,1,6,0,0,0.07644113153219223,0.07669813185930252,-0.07707108557224274,-0.09471476078033447,0.09471476078033447,0.09895654767751694,-0.06189371272921562,0.36077597737312317,0.1181897446513176,0.06192592531442642,-0.4248495399951935,-0.3824853003025055,-0.0746190994977951,-0.09219368547201157
monalisa.jpg,1,1,7,0,0,0.07644113153219223,0.07669813185930252,-0.02018476463854313,-0.004265531897544861,0.004265531897544861,0.0045312843285501,-0.14797843992710114,0.18185627460479736,-0.24705319106578827,-0.243761345744133,-0.4161436855792999,-0.33267977833747864,-0.03739072382450104,0.05932333320379257
monalisa.jpg,1,1,8,0,0,0.07644113153219223,0.07669813185930252,-0.044705018401145935,-0.039725013077259064,0.039725013077259064,0.058991700410842896,-0.1449526995420456,0.1437959522008896,-0.028679661452770233,-0.28098875284194946,-0.32285383343696594,-0.3266732096672058,0.007357027381658554,-0.20662645995616913
monalisa.jpg,1,1,9,0,0,0.07644113153219223,0.07669813185930252,-0.0031251395121216774,-0.18908251821994781,0.18908251821994781,0.12501075863838196,-0.03641418740153313,0.2880357503890991,-0.30267229676246643,-0.2578306198120117,-0.22988297045230865,-0.050218090415000916,0.2190185934305191,0.0786503404378891
monalisa.jpg,1,1,10,0,0,0.07644113153219223,0.07669813185930252,-0.04267330840229988,-0.22545574605464935,0.22545574605464935,0.12901802361011505,-0.025245334953069687,0.335261732339859,-0.0494379848241806,-0.11519795656204224,-0.2455320805311203,0.005707466509193182,0.07703372091054916,-0.18455225229263306
monalisa.jpg,1,1,11,0,0,0.07644113153219223,0.07669813185930252,-0.03549869358539581,0.005239568650722504,0.005239568650722504,0.05067692697048187,-0.13841472566127777,0.27710679173469543,-0.33012744784355164,-0.17121373116970062,-0.33419957756996155,-0.3860511779785156,-0.018289458006620407,-0.006128503009676933
monalisa.jpg,1,1,12,0,0,0.07644113153219223,0.07669813185930252,-0.06073588877916336,-0.1371910125017166,0.1371910125017166,0.0990004912018776,-0.04479769989848137,0.3006450831890106,-0.2457560896873474,-0.003444691887125373,-0.231721431016922,-0.07170335203409195,0.16612839698791504,-0.2277318239212036
monalisa.jpg,1,1,13,0,0,0.07644113153219223,0.07669813185930252,-0.0475982129573822,-0.03654208406805992,0.03654208406805992,0.12364860624074936,-0.1600365787744522,0.14561626315116882,0.06847440451383591,-0.4452921748161316,-0.4986612796783447,-0.3375285565853119,0.14101651310920715,-0.19388112425804138
monalisa.jpg,1,1,14,0,0,0.07644113153219223,0.07669813185930252,0.006961422972381115,0.0023514702916145325,0.0023514702916145325,-0.015975097194314003,-0.10400988161563873,0.0020383240189403296,0.09079206734895706,-0.36595287919044495,-0.3646738827228546,-0.11038097739219666,-0.023935893550515175,0.0440441332757473
monalisa.jpg,1,1,15,0,0,0.07644113153219223,0.07669813185930252,-0.05745379254221916,-0.03364231064915657,0.03364231064915657,0.1081601083278656,-0.07455857843160629,0.3638499975204468,-0.3005102276802063,0.03373370319604874,-0.23116491734981537,-0.29445961117744446,0.009500056505203247,-0.10285909473896027
monalisa.jpg,2,2,0,0,0,0.0686860978603363,0.06905025243759155,-0.03462427854537964,-0.10613251477479935,0.10613251477479935,-0.019409507513046265,-0.10408218950033188,0.2566716969013214,-0.21942020952701569,-0.3243400752544403,-0.30548128485679626,-0.13951875269412994,0.13840903341770172,-0.13489577174186707
monalisa.jpg,2,2,1,0,0,0.0686860978603363,0.06905025243759155,-0.05679668113589287,-0.07952313870191574,0.07952313870191574,0.00681990385055542,-0.1393759399652481,0.322351336479187,-0.3096885085105896,-0.3437406122684479,-0.36165711283683777,-0.2809920012950897,0.18992950022220612,-0.1918342411518097
monalisa.jpg,2,2,2,0,0,0.0686860978603363,0.06905025243759155,-0.057486642152071,-0.07080015540122986,0.07080015540122986,0.10668814927339554,-0.15300390124320984,0.31545189023017883,-0.07396960258483887,-0.48649728298187256,-0.6915572285652161,-0.3506280183792114,0.255052775144577,-0.0388798750936985
monalisa.jpg,2,2,3,0,0,0.0686860978603363,0.06905025243759155,-0.04242520034313202,-0.10114330053329468,0.10114330053329468,-0.003067870857194066,-0.10216451436281204,0.3131090998649597,-0.20153166353702545,-0.27495214343070984,-0.40408065915107727,-0.2588670253753662,0.140202596783638,-0.029031828045845032
monalisa.jpg,2,2,4,0,0,0.0686860978603363,0.06905025243759155,-0.03480660542845726,-0.07309316843748093,0.07309316843748093,-0.007113377097994089,-0.11316602677106857,0.24123509228229523,-0.22469614446163177,-0.1757364422082901,-0.24897518754005432,-0.2585744857788086,-0.043762799352407455,-0.0816522017121315
monalisa.jpg,2,2,5,0,0,0.0686860978603363,0.06905025243759155,-0.04601891711354256,-0.05142609775066376,0.05142609775066376,0.05224396660923958,-0.168403759598732,0.2501711845397949,-0.2689638137817383,-0.4238865375518799,-0.4721963703632355,-0.35406947135925293,0.17679832875728607,-0.08667967468500137
monalisa.jpg,2,2,6,0,0,0.0686860978603363,0.06905025243759155,-0.0845821350812912,-0.10090788453817368,0.10090788453817368,0.10499676316976547,-0.06472446024417877,0.378292053937912,0.1280820518732071,0.06036977469921112,-0.43741410970687866,-0.4034217894077301,-0.07950866222381592,-0.09947057068347931
monalisa.jpg,2,2,7,0,0,0.0686860978603363,0.06905025243759155,-0.029513085260987282,-0.008918714709579945,0.008918714709579945,0.004565467592328787,-0.14155922830104828,0.20957724750041962,-0.25512591004371643,-0.2146274447441101,-0.40802040696144104,-0.34373942017555237,-0.03574785962700844,0.05676927790045738
monalisa.jpg,2,2,8,0,0,0.0686860978603363,0.06905025243759155,-0.05378948524594307,-0.046528756618499756,0.046528756618499756,0.05986730381846428,-0.14371517300605774,0.16608040034770966,-0.050311632454395294,-0.2648480534553528,-0.31761330366134644,-0.3238450586795807,0.009102949872612953,-0.22457155585289001
monalisa.jpg,2,2,9,0,0,0.0686860978603363,0.06905025243759155,-0.012758327648043633,-0.2012035846710205,0.2012035846710205,0.1280297189950943,-0.028342509642243385,0.2841035723686218,-0.30270400643348694,-0.23035390675067902,-0.197412371635437,-0.03510262444615364,0.24213062226772308,0.04094117879867554
monalisa.jpg,2,2,10,0,0,0.0686860978603363,0.06905025243759155,-0.05209514871239662,-0.2680937647819519,0.2680937647819519,0.1468292623758316,0.007391429506242275,0.3796021342277527,-0.09036815911531448,-0.07146618515253067,-0.1710139811038971,0.07400771975517273,0.1616724580526352,-0.230693981051445
monalisa.jpg,2,2,11,0,0,0.0686860978603363,0.06905025243759155,-0.04422315955162048,-0.0029404994565993547,0.0029404994565993547,0.047948021441698074,-0.13502952456474304,0.29891878366470337,-0.34185948967933655,-0.16021806001663208,-0.3228985071182251,-0.39617082476615906,-0.01027707476168871,-0.012701422907412052
monalisa.jpg,2,2,12,0,0,0.0686860978603363,0.06905025243759155,-0.06771138310432434,-0.13206060230731964,0.13206060230731964,0.09717687219381332,-0.06307152658700943,0.31235820055007935,-0.2723037600517273,-0.06964368373155594,-0.269510418176651,-0.09010399878025055,0.19346827268600464,-0.24576528370380402
monalisa.jpg,2,2,13,0,0,0.0686860978603363,0.06905025243759155,-0.05775179713964462,-0.041281942278146744,0.041281942278146744,0.125602588057518,-0.16081731021404266,0.15777312219142914,0.05467131361365318,-0.4370100796222687,-0.5066101551055908,-0.33829936385154724,0.14901575446128845,-0.20526187121868134
monalisa.jpg,2,2,14,0,0,0.0686860978603363,0.06905025243759155,-0.002839593915268779,-0.03659042716026306,0.03659042716026306,0.015378090552985668,-0.1067449226975441,0.03176027163863182,0.13005895912647247,-0.4105866849422455,-0.4258793890476227,-0.1362457424402237,0.02847086638212204,0.03520726040005684
monalisa.jpg,2,2,15,0,0,0.0686860978603363,0.06905025243759155,-0.06497272849082947,-0.04508069530129433,0.04508069530129433,0.10706033557653427,-0.07189052551984787,0.3787740468978882,-0.312726229429245,0.024071136489510536,-0.23228389024734497,-0.2873516082763672,0.04202033951878548,-0.11573749035596848
monalisa.jpg,3,3,0,0,0,0.056682925671339035,0.05714692175388336,-0.045440953224897385,-0.12291858345270157,0.12291858345270157,-0.011905118823051453,-0.09334750473499298,0.28401169180870056,-0.2511868178844452,-0.28935492038726807,-0.2883022129535675,-0.11957603693008423,0.16321100294589996,-0.1522352695465088
monalisa.jpg,3,3,1,0,0,0.056682925671339035,0.05714692175388336,-0.06926730275154114,-0.088611900806427,0.088611900806427,0.01266777515411377,-0.13365255296230316,0.3386639952659607,-0.3392689526081085,-0.3061053156852722,-0.3486371338367462,-0.2669711112976074,0.19760024547576904,-0.2108495682477951
monalisa.jpg,3,3,2,0,0,0.056682925671339035,0.05714692175388336,-0.06883940100669861,-0.07893433421850204,0.07893433421850204,0.10744041204452515,-0.1540503054857254,0.32295501232147217,-0.06134219467639923,-0.4963390827178955,-0.6944175362586975,-0.35835516452789307,0.2625438868999481,-0.05339708551764488
monalisa.jpg,3,3,3,0,0,0.056682925671339035,0.05714692175388336,-0.05512867122888565,-0.11505778878927231,0.11505778878927231,0.007520938757807016,-0.08792657405138016,0.3460119068622589,-0.21703596413135529,-0.22204555571079254,-0.3807327151298523,-0.2422374188899994,0.1519286334514618,-0.05137491598725319
monalisa.jpg,3,3,4,0,0,0.056682925671339035,0.05714692175388336,-0.04610765725374222,-0.08317746967077255,0.08317746967077255,-0.0043549141846597195,-0.10208672285079956,0.2749004364013672,-0.24173779785633087,-0.12715281546115875,-0.2352306991815567,-0.2499544620513916,-0.03484349325299263,-0.10058822482824326
monalisa.jpg,3,3,5,0,0,0.056682925671339035,0.05714692175388336,-0.05796163156628609,-0.05498779937624931,0.05498779937624931,0.05283402279019356,-0.17108416557312012,0.2615948021411896,-0.2788378894329071,-0.42132771015167236,-0.46802404522895813,-0.3588845133781433,0.17874278128147125,-0.11085255444049835
monalisa.jpg,3,3,6,0,0,0.056682925671339035,0.05714692175388336,-0.09128805249929428,-0.10392285138368607,0.10392285138368607,0.10835108160972595,-0.06349030882120132,0.393746018409729,0.12742747366428375,0.07516617327928543,-0.4318886995315552,-0.4186963737010956,-0.08743434399366379,-0.10275236517190933
monalisa.jpg,3,3,7,0,0,0.056682925671339035,0.05714692175388336,-0.03879299387335777,-0.014313176274299622,0.014313176274299622,0.005964974407106638,-0.13594920933246613,0.2363739013671875,-0.26208066940307617,-0.19035488367080688,-0.40208813548088074,-0.3540630340576172,-0.03293529152870178,0.05350354686379433
monalisa.jpg,3,3,8,0,0,0.056682925671339035,0.05714692175388336,-0.06294390559196472,-0.05303731560707092,0.05303731560707092,0.06147134304046631,-0.1420956254005432,0.18795998394489288,-0.07275637239217758,-0.24901007115840912,-0.31126078963279724,-0.32140713930130005,0.012497599236667156,-0.2406926155090332
monalisa.jpg,3,3,9,0,0,0.056682925671339035,0.05714692175388336,-0.021473927423357964,-0.2150174230337143,0.2150174230337143,0.1336197704076767,-0.019561579450964928,0.2818252742290497,-0.297938734292984,-0.20919643342494965,-0.16247940063476562,-0.021271061152219772,0.2661663591861725,0.005962943658232689
monalisa.jpg,3,3,10,0,0,0.056682925671339035,0.05714692175388336,-0.06019459664821625,-0.29689571261405945,0.29689571261405945,0.1589188426733017,0.031523603945970535,0.40304192900657654,-0.12795770168304443,-0.03609501197934151,-0.1119832769036293,0.12666992843151093,0.23274581134319305,-0.2657564878463745
monalisa.jpg,3,3,11,0,0,0.056682925671339035,0.05714692175388336,-0.05274112522602081,-0.010338501073420048,0.010338501073420048,0.04584600031375885,-0.1364329606294632,0.318363755941391,-0.3589171767234802,-0.17055389285087585,-0.33243846893310547,-0.4037913978099823,0.007486256770789623,-0.01517979335039854
monalisa.jpg,3,3,12,0,0,0.056682925671339035,0.05714692175388336,-0.07069610059261322,-0.11948239803314209,0.11948239803314209,0.08710994571447372,-0.08235002309083939,0.31543827056884766,-0.30136168003082275,-0.15070441365242004,-0.29625457525253296,-0.11522301286458969,0.20980976521968842,-0.2381545454263687
monalisa.jpg,3,3,13,0,0,0.056682925671339035,0.05714692175388336,-0.06700143218040466,-0.04259629175066948,0.04259629175066948,0.12714926898479462,-0.16265125572681427,0.16542492806911469,0.0393526516854763,-0.43342843651771545,-0.5121103525161743,-0.3410966396331787,0.1554306596517563,-0.212131530046463
monalisa.jpg,3,3,14,0,0,0.056682925671339035,0.05714692175388336,-0.017750557512044907,-0.07277525216341019,0.07277525216341019,0.04671131446957588,-0.10714606940746307,0.07843765616416931,0.172122061252594,-0.45128166675567627,-0.4862680733203888,-0.163601815700531,0.09045858681201935,0.010110813193023205
monalisa.jpg,3,3,15,0,0,0.056682925671339035,0.05714692175388336,-0.07059573382139206,-0.05111883208155632,0.05111883208155632,0.10440101474523544,-0.07519320398569107,0.3890870213508606,-0.3298000991344452,-0.014146780595183372,-0.24717696011066437,-0.2867767810821533,0.07791407406330109,-0.11545290797948837
monalisa.jpg,4,4,0,0,0,0.04311361163854599,0.04367375001311302,-0.05607161670923233,-0.13682684302330017,0.13682684302330017,-0.005274554248899221,-0.08307038992643356,0.3046882450580597,-0.2725711464881897,-0.25357362627983093,-0.27093181014060974,-0.10197947174310684,0.18248111009597778,-0.1696060299873352
monalisa.jpg,4,4,1,0,0,0.04311361163854599,0.04367375001311302,-0.081169992685318,-0.0965045690536499,0.0965045690536499,0.017664456740021706,-0.12721385061740875,0.35010337829589844,-0.35865601897239685,-0.26835909485816956,-0.33276501297950745,-0.2552342712879181,0.20267008244991302,-0.22825609147548676
monalisa.jpg,4,4,2,0,0,0.04311361163854599,0.04367375001311302,-0.07914876937866211,-0.08343897014856339,0.08343897014856339,0.10713285952806473,-0.1553255021572113,0.32536453008651733,-0.055499207228422165,-0.5055007934570312,-0.6936656832695007,-0.36445215344429016,0.26902058720588684,-0.0625457614660263
monalisa.jpg,4,4,3,0,0,0.04311361163854599,0.04367375001311302,-0.06647271662950516,-0.12698127329349518,0.12698127329349518,0.017701441422104836,-0.07294715195894241,0.36897099018096924,-0.22049547731876373,-0.1669379621744156,-0.352155864238739,-0.22573968768119812,0.1576455533504486,-0.07191761583089828
monalisa.jpg,4,4,4,0,0,0.04311361163854599,0.04367375001311302,-0.0567723847925663,-0.09202279895544052,0.09202279895544052,-0.002681126119568944,-0.0922439694404602,0.30198386311531067,-0.2532110810279846,-0.08326874673366547,-0.22373104095458984,-0.24152223765850067,-0.027414828538894653,-0.11854367703199387
monalisa.jpg,4,4,5,0,0,0.04311361163854599,0.04367375001311302,-0.06987616419792175,-0.059120167046785355,0.059120167046785355,0.05519648268818855,-0.17347560822963715,0.27314794063568115,-0.28816843032836914,-0.42409831285476685,-0.46690768003463745,-0.36328548192977905,0.1861122101545334,-0.1311294585466385
monalisa.jpg,4,4,6,0,0,0.04311361163854599,0.04367375001311302,-0.09705257415771484,-0.10441481322050095,0.10441481322050095,0.110659658908844,-0.06074512377381325,0.40554115176200867,0.11986300349235535,0.09524688124656677,-0.41778329014778137,-0.4298321306705475,-0.09464558959007263,-0.10360585898160934
monalisa.jpg,4,4,7,0,0,0.04311361163854599,0.04367375001311302,-0.04782865568995476,-0.020141664892435074,0.020141664892435074,0.006796201225370169,-0.13082286715507507,0.25871825218200684,-0.2648896276950836,-0.17057651281356812,-0.3974568843841553,-0.3621862232685089,-0.028620250523090363,0.04925119876861572
monalisa.jpg,4,4,8,0,0,0.04311361163854599,0.04367375001311302,-0.07181963324546814,-0.058859873563051224,0.058859873563051224,0.0632883682847023,-0.13966591656208038,0.20697137713432312,-0.09139031171798706,-0.23441118001937866,-0.30341044068336487,-0.32019859552383423,0.018087396398186684,-0.2533096373081207
monalisa.jpg,4,4,9,0,0,0.04311361163854599,0.04367375001311302,-0.028701061382889748,-0.22846455872058868,0.22846455872058868,0.13980801403522491,-0.010386108420789242,0.2831324636936188,-0.2901028096675873,-0.19460515677928925,-0.13135363161563873,-0.010255405679345131,0.28831133246421814,-0.01782955788075924
monalisa.jpg,4,4,10,0,0,0.04311361163854599,0.04367375001311302,-0.06746785342693329,-0.3143693208694458,0.3143693208694458,0.16253186762332916,0.0478801503777504,0.4080430865287781,-0.17511191964149475,-0.001975341234356165,-0.06059003621339798,0.1649719774723053,0.29316967725753784,-0.2933463752269745
monalisa.jpg,4,4,11,0,0,0.04311361163854599,0.04367375001311302,-0.06203809753060341,-0.017793837934732437,0.017793837934732437,0.04248516261577606,-0.1394505649805069,0.33632296323776245,-0.3777356743812561,-0.19038839638233185,-0.35058847069740295,-0.4093790650367737,0.032950546592473984,-0.017335832118988037
monalisa.jpg,4,4,12,0,0,0.04311361163854599,0.04367375001311302,-0.07203824073076248,-0.10275248438119888,0.10275248438119888,0.0694705918431282,-0.10191183537244797,0.31748807430267334,-0.3435569107532501,-0.23210377991199493,-0.310831218957901,-0.14694325625896454,0.2172257900238037,-0.21466150879859924
monalisa.jpg,4,4,13,0,0,0.04311361163854599,0.04367375001311302,-0.07567603886127472,-0.04214184358716011,0.04214184358716011,0.12852591276168823,-0.16451069712638855,0.16992945969104767,0.025553828105330467,-0.4321981370449066,-0.5137102007865906,-0.34494802355766296,0.16059717535972595,-0.21679897606372833
monalisa.jpg,4,4,14,0,0,0.04311361163854599,0.04367375001311302,-0.03922522813081741,-0.1092253252863884,0.1092253252863884,0.0801779106259346,-0.10725972801446915,0.14921222627162933,0.20956037938594818,-0.49080124497413635,-0.5511031746864319,-0.19529125094413757,0.1611775904893875,-0.03357257321476936
monalisa.jpg,4,4,15,0,0,0.04311361163854599,0.04367375001311302,-0.07647985965013504,-0.055206362158060074,0.055206362158060074,0.09905067831277847,-0.08295299112796783,0.39532724022865295,-0.35035833716392517,-0.0704430565237999,-0.27123087644577026,-0.2896825969219208,0.11846151202917099,-0.11274486780166626
monalisa.jpg,5,5,0,0,0,0.03587412089109421,0.036529019474983215,-0.06481868028640747,-0.14858315885066986,0.14858315885066986,0.0005947996978648007,-0.07143691927194595,0.3096339702606201,-0.27261558175086975,-0.2089170217514038,-0.24751469492912292,-0.08136863261461258,0.18710961937904358,-0.18638604879379272
monalisa.jpg,5,5,1,0,0,0.03587412089109421,0.036529019474983215,-0.09134771674871445,-0.10272583365440369,0.10272583365440369,0.02134270966053009,-0.11833051592111588,0.3493952751159668,-0.35722818970680237,-0.22185145318508148,-0.3121076226234436,-0.2418253868818283,0.1977776139974594,-0.2424738109111786
monalisa.jpg,5,5,2,0,0,0.03587412089109421,0.036529019474983215,-0.08921532332897186,-0.08555568009614944,0.08555568009614944,0.10769444704055786,-0.15597401559352875,0.32543909549713135,-0.053146086633205414,-0.5079085230827332,-0.6903291940689087,-0.36703240871429443,0.27180933952331543,-0.07065035402774811
monalisa.jpg,5,5,3,0,0,0.03587412089109421,0.036529019474983215,-0.07413958013057709,-0.1371547281742096,0.1371547281742096,0.027084723114967346,-0.05499127134680748,0.3748040199279785,-0.20652681589126587,-0.10230425000190735,-0.31221771240234375,-0.20389293134212494,0.15061689913272858,-0.08541809022426605
monalisa.jpg,5,5,4,0,0,0.03587412089109421,0.036529019474983215,-0.0650714859366417,-0.09952989965677261,0.09952989965677261,-0.0021385152358561754,-0.08153752237558365,0.31560570001602173,-0.2517353892326355,-0.03492101654410362,-0.2093190997838974,-0.22946874797344208,-0.030433228239417076,-0.13049083948135376
monalisa.jpg,5,5,5,0,0,0.03587412089109421,0.036529019474983215,-0.08186867088079453,-0.06260275840759277,0.06260275840759277,0.05802307650446892,-0.17577625811100006,0.2803651988506317,-0.2920282781124115,-0.4243048429489136,-0.469576358795166,-0.36665216088294983,0.19062069058418274,-0.14885810017585754
monalisa.jpg,5,5,6,0,0,0.03587412089109421,0.036529019474983215,-0.10107165575027466,-0.10207828879356384,0.10207828879356384,0.11227118223905563,-0.05767926573753357,0.41045886278152466,0.10915041714906693,0.11776368319988251,-0.40006667375564575,-0.4356628358364105,-0.10544437170028687,-0.09995394945144653
monalisa.jpg,5,5,7,0,0,0.03587412089109421,0.036529019474983215,-0.055485885590314865,-0.025465086102485657,0.025465086102485657,0.005815694574266672,-0.12490536272525787,0.26925691962242126,-0.2578912675380707,-0.1474977731704712,-0.38871604204177856,-0.36338064074516296,-0.030221987515687943,0.04411320760846138
monalisa.jpg,5,5,8,0,0,0.03587412089109421,0.036529019474983215,-0.07962769269943237,-0.06294069439172745,0.06294069439172745,0.06392627954483032,-0.13544510304927826,0.2177114188671112,-0.1003708690404892,-0.21340426802635193,-0.29465872049331665,-0.3188481330871582,0.019949601963162422,-0.2584947347640991
