model,image,image_size,patch_size,patch_stride,epochs,mse,psnr,ssim
SymmetricHVK1D,0000_cat_domestic_cat_s_000907.png,32,8,4,200,0.00024391169426962733,36.12767377074472,0.9948133190566448
SymmetricHVK1D,0001_ship_hydrofoil_s_000078.png,32,8,4,200,0.001470663701184094,28.324866266727355,0.9920544277763051
SymmetricHVK1D,0002_ship_sea_boat_s_001456.png,32,8,4,200,0.0007437344174832106,31.28582120385343,0.9941457434299025
SymmetricHVK1D,0003_airplane_jetliner_s_001705.png,32,8,4,200,0.0004234517691656947,33.731960483274655,0.9951857947273341
SymmetricHVK1D,0004_frog_green_frog_s_001658.png,32,8,4,200,0.00031918135937303305,34.959624799711236,0.9932654681002893
