model,image,image_size,patch_size,epochs,mse,psnr,ssim
MLP,0000_cat_domestic_cat_s_000907.png,32,32,200,7.789142841829744e-07,61.0851033174276,0.9999828604092253
MLP,0001_ship_hydrofoil_s_000078.png,32,32,200,2.512018227207591e-06,55.99977213682071,0.999987122784396
MLP,0002_ship_sea_boat_s_001456.png,32,32,200,2.445383699978265e-07,66.11652986966081,0.9999981089147644
MLP,0003_airplane_jetliner_s_001705.png,32,32,200,7.290520617764251e-12,111.37241457505205,0.9999999999186548
MLP,0004_frog_green_frog_s_001658.png,32,32,200,7.776203680975868e-09,81.09232372520388,0.9999998399137465
