epoch,loss,unary,pairwise,dice,iou,pixel_accuracy,precision,recall
0,0.4843443036079407,0.41337722539901733,0.28386831283569336,0.8241010689910195,0.7008264462694078,0.8232421874919607,0.9999999999764151,0.7008264462694078
40,0.35120874643325806,0.3145652115345001,0.1465741991996765,0.9557661927254679,0.9152798789574088,0.9453124999907685,0.9152798789574088,0.9999999999834711
80,0.3079489767551422,0.2895694971084595,0.07351795583963394,0.9557661927254679,0.9152798789574088,0.9453124999907685,0.9152798789574088,0.9999999999834711
120,0.27966952323913574,0.2689850628376007,0.042737897485494614,0.961844197130669,0.9264931087147551,0.9531249999906922,0.9264931087147551,0.9999999999834711
160,0.25888797640800476,0.25183558464050293,0.028209570795297623,0.961844197130669,0.9264931087147551,0.9531249999906922,0.9264931087147551,0.9999999999834711
200,0.24238206446170807,0.237319678068161,0.02024955488741398,0.9687750200082564,0.9394409937742323,0.9619140624906064,0.9394409937742323,0.9999999999834711
