epoch,total_loss,reconstruction_loss,mean_energy,mean_order_parameter,mean_abs_order_parameter,mean_transverse_order_parameter,order_parameter_susceptibility
0,0.10059403628110886,0.10059298574924469,0.00010509674757486209,0.020653136074543,0.023991134017705917,0.035960301756858826,0.0
1,0.0971534252166748,0.09722242504358292,-0.006900041829794645,0.02069948799908161,0.023826882243156433,0.03922487422823906,4.6351924538612366e-05
2,0.09341779351234436,0.09355531632900238,-0.013752628117799759,0.021311884745955467,0.023449618369340897,0.042410433292388916,0.0006123967468738556
3,0.08866915106773376,0.08887176960706711,-0.020261744037270546,0.02083006501197815,0.02303125709295273,0.044245608150959015,0.0004818197339773178
4,0.08261442929506302,0.08287924528121948,-0.02648169919848442,0.02045750431716442,0.02255786396563053,0.043134402483701706,0.00037256069481372833
5,0.07534242421388626,0.07566732913255692,-0.03249061107635498,0.019160304218530655,0.022271472960710526,0.043556392192840576,0.0012972000986337662
6,0.06714475899934769,0.06752868741750717,-0.03839316964149475,0.017699243500828743,0.021049529314041138,0.04538248851895332,0.001461060717701912
7,0.05863124877214432,0.0590730682015419,-0.044181935489177704,0.01718413643538952,0.019827069714665413,0.04480944946408272,0.0005151070654392242
8,0.05041491612792015,0.05091322213411331,-0.04983048141002655,0.016689250245690346,0.01968669518828392,0.04385961964726448,0.000494886189699173
9,0.04310661554336548,0.04366019368171692,-0.05535779148340225,0.016470370814204216,0.01930946297943592,0.043335482478141785,0.00021887943148612976
10,0.03695225343108177,0.037560611963272095,-0.060835789889097214,0.015689358115196228,0.017807040363550186,0.045097023248672485,0.000781012699007988
11,0.03193315118551254,0.0325961709022522,-0.0663021057844162,0.01506593357771635,0.01693679206073284,0.04548288881778717,0.0006234245374798775
12,0.02849745936691761,0.02921454608440399,-0.07170864939689636,0.014992904849350452,0.01769467629492283,0.04731055721640587,7.302872836589813e-05
13,0.0271366685628891,0.0279069971293211,-0.0770328938961029,0.015659883618354797,0.017390919849276543,0.04720575362443924,0.0006669787690043449
14,0.0274739358574152,0.02829677239060402,-0.08228372782468796,0.016065170988440514,0.017133541405200958,0.04873212054371834,0.00040528737008571625
15,0.028385641053318977,0.02926008403301239,-0.08744432777166367,0.016732141375541687,0.017514897510409355,0.04890769347548485,0.0006669703871011734
16,0.028718357905745506,0.029643384739756584,-0.09250275790691376,0.017561109736561775,0.01897899992763996,0.049190230667591095,0.0008289683610200882
