epoch,loss,unary,pairwise,dice,iou,pixel_accuracy,precision,recall
0,0.4001122713088989,0.33992430567741394,0.24075184762477875,0.9248826290862704,0.8602620086960584,0.9687499999905397,0.8602620086960584,0.9999999999492385
40,0.2422483265399933,0.2200104147195816,0.08895167708396912,0.6734006733779999,0.5076142131722023,0.9052734374911595,0.9999999999000001,0.5076142131722023
80,0.21148575842380524,0.19965198636054993,0.04733511060476303,0.7290322580409989,0.5736040608845886,0.9179687499910355,0.9999999999115045,0.5736040608845886
120,0.19151997566223145,0.18460841476917267,0.027646228671073914,0.7492063491825649,0.5989847715431987,0.9228515624909879,0.9999999999152543,0.5989847715431987
160,0.17685860395431519,0.17231786251068115,0.018162976950407028,0.7839506172597546,0.6446700507286969,0.931640624990902,0.9999999999212599,0.6446700507286969
200,0.16527290642261505,0.16202312707901,0.012999103404581547,0.8024316109178592,0.670050761387307,0.9365234374908543,0.9999999999242424,0.670050761387307
