epoch,loss,unary,pairwise,dice,iou,pixel_accuracy,precision,recall
0,0.23497644066810608,0.19084672629833221,0.17651885747909546,0.9536741213981337,0.911450381665474,0.9433593749907876,0.911450381665474,0.9999999999832496
40,0.18213993310928345,0.15981005132198334,0.08931954205036163,0.9999999999916249,0.9999999999832496,0.9999999999902345,0.9999999999832496,0.9999999999832496
80,0.1545742303133011,0.1435321569442749,0.044168293476104736,0.9999999999916249,0.9999999999832496,0.9999999999902345,0.9999999999832496,0.9999999999832496
120,0.13776801526546478,0.13139085471630096,0.02550864964723587,0.9983221476426316,0.9966499162312119,0.9980468749902536,0.9999999999831932,0.9966499162312119
160,0.12615767121315002,0.12196691334247589,0.016763020306825638,0.9983221476426316,0.9966499162312119,0.9980468749902536,0.9999999999831932,0.9966499162312119
200,0.11739595979452133,0.11439726501703262,0.011994767934083939,0.9983221476426316,0.9966499162312119,0.9980468749902536,0.9999999999831932,0.9966499162312119
