model,image,image_size,patch_size,epochs,mse,psnr,ssim
GAN,0000_cat_domestic_cat_s_000907.png,32,8,200,0.002168937586247921,26.637529451449225,0.9499821081291744
GAN,0001_ship_hydrofoil_s_000078.png,32,8,200,0.005237956531345844,22.808381100106278,0.9711870632683914
GAN,0002_ship_sea_boat_s_001456.png,32,8,200,0.0027739694342017174,25.56898328637883,0.9772823694661189
GAN,0003_airplane_jetliner_s_001705.png,32,8,200,0.0020828598644584417,26.81339948554278,0.9785898848848981
GAN,0004_frog_green_frog_s_001658.png,32,8,200,0.0013980589574202895,28.544745136100794,0.969940842731121
