image,epoch,step,reconstructed_image,total_loss,reconstruction_mse,mean_energy,mean_order_parameter,order_parameter_susceptibility
monalisa.jpg,86,86,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0086.png,-0.019592635333538055,0.004185994155704975,-2.3778631687164307,0.049526091665029526,0.008259736001491547
monalisa.jpg,87,87,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0087.png,-0.02020464837551117,0.004211843013763428,-2.4416491985321045,0.05681481957435608,0.007288727909326553
monalisa.jpg,88,88,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0088.png,-0.02093452773988247,0.004148690029978752,-2.508321762084961,0.06603676825761795,0.009221948683261871
monalisa.jpg,89,89,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0089.png,-0.021618476137518883,0.004135202616453171,-2.5753679275512695,0.07468919456005096,0.008652426302433014
monalisa.jpg,90,90,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0090.png,-0.022277183830738068,0.004015405662357807,-2.629258871078491,0.07963846623897552,0.0049492716789245605
monalisa.jpg,91,91,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0091.png,-0.023122496902942657,0.0039139315485954285,-2.7036428451538086,0.08548127859830856,0.005842812359333038
monalisa.jpg,92,92,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0092.png,-0.02378886751830578,0.003961194772273302,-2.7750062942504883,0.0921771377325058,0.006695859134197235
monalisa.jpg,93,93,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0093.png,-0.024418199434876442,0.003895360743626952,-2.8313560485839844,0.09546388685703278,0.0032867491245269775
monalisa.jpg,94,94,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0094.png,-0.025281062349677086,0.0038560782559216022,-2.9137141704559326,0.10504936426877975,0.009585477411746979
monalisa.jpg,95,95,/home/adminpc/Desktop/HVK/Script/Hamiltonian_Vision_Kernel/Main2/Scripts/phase_transition_frames/epoch_0095.png,-0.025899754837155342,0.004022863227874041,-2.9922618865966797,0.11241002380847931,0.0073606595396995544
